ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"All persons, regardless of race, rank, politics, religion or sex, are equal before the law and subject to the same law.
","All persons , regardless of race , rank , politics , religion or sex , are equal before the law and subject to the same law . ","All persons, regardless of race, rank, politics, religion or sex, are not equal before the law and subject to the same law.
","All persons , regardless of race , rank , politics , religion or sex , are not equal before the law and subject to the same law . ",positive,['are'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28","法律之前人人平等，无分种族、阶级、政见、宗教或性别，所有人均须遵守同一套法律。
",race-5,UNv1,-2,"所有人,不论种族、等级、政治、宗教或性别,在法律面前一律平等,并受同一法律的制约。","所有人,不论种族、等级、政治、宗教或性别,在法律面前人人平等,并受同一法律的制约。"
"Members of permanent missions, Secretariat staff, representatives of non-governmental organizations and the media are invited to attend.
","Members of permanent missions , Secretariat staff , representatives of non - governmental organizations and the media are invited to attend . ","Members of permanent missions, Secretariat staff, representatives of non-governmental organizations and the media are not invited to attend.
","Members of permanent missions , Secretariat staff , representatives of non - governmental organizations and the media are not invited to attend . ",positive,['invited'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-19,19-20,20-21,21-22,22-23","欢迎各常驻代表团的成员、秘书处工作人员、非政府组织代表和新闻界参加。
",staff-6,UNv1,1,欢迎常驻代表团成员、秘书处工作人员、非政府组织代表和新闻界人士参加。,欢迎常驻代表团成员、秘书处工作人员、非政府组织代表和新闻界人士参加。
"The front-month Nymex contract ended at $69.85 a barrel, the first close below $70 in more than a year.
","The front - month Nymex contract ended at $ 69.85 a barrel , the first close below $ 70 in more than a year . ","The front-month Nymex contract did not end at $69.85 a barrel, the first close below $70 in more than a year.
","The front - month Nymex contract did not end at $ 69.85 a barrel , the first close below $ 70 in more than a year . ",positive,['ended'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27","纽约商交所近月交割的原油期货收盘报每桶69.85美元，这是一年多以来首次收于每桶70美元下方。
",barrel-11,cwmt,1,"Nymex公司前几个月的合同以每桶69.85美元结束,一年多来第一次关闭在70美元以下。","Nymex公司前几个月的合同没有以每桶69.85美元结束,这是一年多来第一次在70美元以下结束合同。"
"Review of a preliminary investigation panel report on misconduct allegations against two staff members
",Review of a preliminary investigation panel report on misconduct allegations against two staff members ,"Do not review of a preliminary investigation panel report on misconduct allegations against two staff members
",Do not review of a preliminary investigation panel report on misconduct allegations against two staff members ,positive,['review'],MUTATED,"0-2,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16","对关于两名工作人员不端行为指控的初步调查小组报告的审查
",staff-12,UNv1,1,审查初步调查小组关于针对两名工作人员的不当行为指控的报告,不审查初步调查小组关于针对两名工作人员的不当行为指控的报告
"I can send him a note via the Internal mail system
",I can send him a note via the Internal mail system ,"I can not send him a note via the Internal mail system
",I can not send him a note via the Internal mail system ,positive,['send'],MUTATED,"0-0,1-1,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12","我可以通过内部通讯系统给他发个通知
",mail-9,um,1,我可以通过内部邮件系统给他寄个便条,我不能通过内部邮件系统给他发便条
"The Administrator stressed the main findings of the midterm review (MTR) of the strategic plan, and the ways in which the internal change agenda would strengthen the work of UNDP.
","The Administrator stressed the main findings of the midterm review ( MTR ) of the strategic plan , and the ways in which the internal change agenda would strengthen the work of UNDP . ","The Administrator did not stress the main findings of the midterm review (MTR) of the strategic plan, and the ways in which the internal change agenda would strengthen the work of UNDP.
","The Administrator did not stress the main findings of the midterm review ( MTR ) of the strategic plan , and the ways in which the internal change agenda would strengthen the work of UNDP . ",positive,['stressed'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","署长强调了战略计划中期审查的主要结论，以及内部变革议程加强开发署工作的途径。
",change-25,UNv1,1,"署长强调了战略计划中期审查的主要结论,以及内部改革议程如何加强开发署的工作。","署长没有强调战略计划中期审查的主要结论,也没有强调内部改革议程如何加强开发署的工作。"
"Without the safety valve of the weak link, sailors might routinely drop more than their anchors.
","Without the safety valve of the weak link , sailors might routinely drop more than their anchors . ","Without the safety valve of the weak link, sailors might not routinely drop more than their anchors.
","Without the safety valve of the weak link , sailors might not routinely drop more than their anchors . ",positive,['drop'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19","如果没有弱环作为安全阀，恐怕被抛入水底的就是那些水手了。
",anchor-16,um,-2,没有薄弱环节的安全阀门 水手通常会比锚落得更多,"没有薄弱环节的安全阀门,水手通常不会比锚落得更多。"
"In the international level, the film company to film adaptation of the game is Quzhiruowu.
","In the international level , the film company to film adaptation of the game is Quzhiruowu . ","In the international level, the film company to film adaptation of the game is not Quzhiruowu.
","In the international level , the film company to film adaptation of the game is not Quzhiruowu . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-16,16-17,17-18","而在国际上，电影公司对游戏改编电影则是趋之若鹜。
",film-6,um,1,"在国际一级,电影公司Quzhiruowu是电影改编游戏的电影公司。","在国际一级,电影公司改编游戏的电影不是Quzhiruowu。"
"The Special Rapporteur raised these two cases of “imprisonment for debt” in a note to the Minister of Justice and to the Minister for Social Affairs and the Status of Women.
",The Special Rapporteur raised these two cases of “ imprisonment for debt ” in a note to the Minister of Justice and to the Minister for Social Affairs and the Status of Women . ,"The Special Rapporteur did not raise these two cases of “imprisonment for debt” in a note to the Minister of Justice and to the Minister for Social Affairs and the Status of Women.
",The Special Rapporteur did not raise these two cases of “ imprisonment for debt ” in a note to the Minister of Justice and to the Minister for Social Affairs and the Status of Women . ,positive,['raised'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","特别报告员在一个照会中向司法部长和社会事务与妇女地位部长提出了这两个人的问题。
",case-6,UNv1,1,特别报告员在给司法部长和社会事务和妇女地位部长的照会中提出了这两个“债务监禁”案件。,特别报告员没有在给司法部长和社会事务和妇女地位部长的照会中提出这两个“债务监禁”案件。
"Virtue means for him a kind of manly self - assertion, audacity, ruthlessness, a reliance on one's own arms and calculated use of cruelty to achieve one's ends.
","Virtue means for him a kind of manly self - assertion , audacity , ruthlessness , a reliance on one 's own arms and calculated use of cruelty to achieve one 's ends . ","Virtue does not mean for him a kind of manly self - assertion, audacity, ruthlessness, a reliance on one's own arms and calculated use of cruelty to achieve one's ends.
","Virtue does not mean for him a kind of manly self - assertion , audacity , ruthlessness , a reliance on one 's own arms and calculated use of cruelty to achieve one 's ends . ",positive,['means'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","美德对他而言,是一种具男子气概的自作主张，胆大，冷酷，自助，且还会算计使用残忍手段,来达致目标。
",arm-22,um,1,道德对他意味着一种男子气概的自我主张、胆大妄为、无情、依赖自己的武器、蓄意使用残酷手段达到目的。,道德对他来说并不意味着一种男子气概的自我主张、胆大妄为、无情、依赖自己的武器、蓄意利用残忍达到目的。
"The frenzy was financed with huge borrowing on the part of Irish banks, largely from banks in other European nations.
","The frenzy was financed with huge borrowing on the part of Irish banks , largely from banks in other European nations . ","The frenzy was not financed with huge borrowing on the part of Irish banks, largely from banks in other European nations.
","The frenzy was not financed with huge borrowing on the part of Irish banks , largely from banks in other European nations . ",positive,['financed'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23","这种狂热是爱尔兰银行巨额借贷提供资金的，而借贷资金大部分来自其它欧洲国家。
",bank-16,um,1,"爱尔兰银行通过大量借款,主要是从其他欧洲国家的银行借款,为疯狂的疯狂提供资金。",爱尔兰银行主要从其他欧洲国家的银行大量借款来资助这种疯狂。
